avg client power,avg server power,time,computer,energy,site,theme,plugin
2.3230046948356833,2.2896713615023545,21.201999999999998,client energy,49.25234553990615,5,Our,Smush
2.2582926829268324,2.2601463414634217,20.39999999999999,client energy,46.06917073170736,5,Our,Smush
2.253066037735853,2.26264150943397,21.10000000000001,client energy,47.53969339622652,5,Our,Smush
2.249271844660197,2.197961165048546,20.49800000000002,client energy,46.105574271844766,5,Our,Smush
2.2678048780487847,2.2837073170731768,20.397999999999996,client energy,46.2586839024391,5,Our,Smush
2.272877358490567,2.305000000000005,21.096000000000004,client energy,47.948620754717005,5,Our,Smush
2.260563380281692,2.283943661971837,21.202999999999975,client energy,47.93072535211265,5,Our,Smush
2.2487864077669935,2.2584951456310733,20.49799999999999,client energy,46.09562378640781,5,Our,Smush
2.2714634146341495,2.2260000000000066,20.399,client energy,46.335582195122015,5,Our,Smush
2.2378048780487863,2.2643414634146395,20.39699999999999,client energy,45.64450609756108,5,Our,Smush
2.2718309859154964,2.252159624413152,21.19799999999998,client energy,48.158273239436646,5,Our,Smush
2.234466019417481,2.257281553398064,20.49799999999999,client energy,45.8020844660195,5,Our,Smush
2.248728813559325,2.2823728813559363,20.772999999999968,client energy,46.71284364406779,5,Our,Smush
2.2866666666666675,2.273047619047623,20.799999999999955,client energy,47.56266666666658,5,Our,Smush
2.2228571428571464,2.228476190476194,20.800000000000068,client energy,46.2354285714288,5,Our,Smush
2.2822115384615387,2.225000000000004,20.605000000000018,client energy,47.02496875000005,5,Our,Smush
2.300000000000002,2.241619047619052,20.80200000000002,client energy,47.84460000000009,5,Our,Smush
2.198809523809525,2.2166666666666694,21.213999999999942,client energy,46.64554523809513,5,Our,Smush
2.260144927536233,2.247536231884058,20.399999999999977,client energy,46.1069565217391,5,Our,Smush
2.2702898550724653,2.2692753623188415,20.404999999999973,client energy,46.32526449275359,5,Our,Smush
2.2304347826086968,2.2676811594202904,20.403999999999996,client energy,45.50979130434784,5,Our,Smush
2.2369565217391307,2.2565217391304353,20.400999999999954,client energy,45.6361499999999,5,Our,Smush
2.2760869565217403,2.2520289855072466,20.399999999999977,client energy,46.43217391304345,5,Our,Smush
2.226760563380283,2.2518309859154937,21.0,client energy,46.76197183098594,5,Our,Smush
2.235416666666668,2.2538888888888895,21.299999999999955,client energy,47.614374999999924,5,Our,Smush
2.2676056338028183,2.2436619718309863,20.999000000000024,client energy,47.61745070422543,5,Our,Smush
2.256164383561646,2.1890410958904107,21.600999999999885,client energy,48.735406849314856,5,Our,Smush
2.2757352941176485,2.253235294117648,20.10199999999986,client energy,45.746830882352654,5,Our,Smush
2.243835616438358,2.2326027397260284,21.59999999999991,client energy,48.46684931506833,5,Our,Smush
2.283098591549298,2.2349295774647895,21.000999999999976,client energy,47.94735352112675,5,Our,Smush
2.3230046948356833,2.2896713615023545,21.201999999999998,server energy,48.54561220657292,5,Our,Smush
2.2582926829268324,2.2601463414634217,20.39999999999999,server energy,46.10698536585378,5,Our,Smush
2.253066037735853,2.26264150943397,21.10000000000001,server energy,47.74173584905679,5,Our,Smush
2.249271844660197,2.197961165048546,20.49800000000002,server energy,45.05380796116514,5,Our,Smush
2.2678048780487847,2.2837073170731768,20.397999999999996,server energy,46.58306185365865,5,Our,Smush
2.272877358490567,2.305000000000005,21.096000000000004,server energy,48.626280000000115,5,Our,Smush
2.260563380281692,2.283943661971837,21.202999999999975,server energy,48.426457464788804,5,Our,Smush
2.2487864077669935,2.2584951456310733,20.49799999999999,server energy,46.29463349514572,5,Our,Smush
2.2714634146341495,2.2260000000000066,20.399,server energy,45.40817400000014,5,Our,Smush
2.2378048780487863,2.2643414634146395,20.39699999999999,server energy,46.18577282926838,5,Our,Smush
2.2718309859154964,2.252159624413152,21.19799999999998,server energy,47.741279718309954,5,Our,Smush
2.234466019417481,2.257281553398064,20.49799999999999,server energy,46.269757281553495,5,Our,Smush
2.248728813559325,2.2823728813559363,20.772999999999968,server energy,47.41173186440679,5,Our,Smush
2.2866666666666675,2.273047619047623,20.799999999999955,server energy,47.27939047619046,5,Our,Smush
2.2228571428571464,2.228476190476194,20.800000000000068,server energy,46.35230476190499,5,Our,Smush
2.2822115384615387,2.225000000000004,20.605000000000018,server energy,45.84612500000012,5,Our,Smush
2.300000000000002,2.241619047619052,20.80200000000002,server energy,46.63015942857157,5,Our,Smush
2.198809523809525,2.2166666666666694,21.213999999999942,server energy,47.024366666666594,5,Our,Smush
2.260144927536233,2.247536231884058,20.399999999999977,server energy,45.84973913043473,5,Our,Smush
2.2702898550724653,2.2692753623188415,20.404999999999973,server energy,46.3045637681159,5,Our,Smush
2.2304347826086968,2.2676811594202904,20.403999999999996,server energy,46.269766376811596,5,Our,Smush
2.2369565217391307,2.2565217391304353,20.400999999999954,server energy,46.03529999999991,5,Our,Smush
2.2760869565217403,2.2520289855072466,20.399999999999977,server energy,45.94139130434778,5,Our,Smush
2.226760563380283,2.2518309859154937,21.0,server energy,47.28845070422537,5,Our,Smush
2.235416666666668,2.2538888888888895,21.299999999999955,server energy,48.007833333333245,5,Our,Smush
2.2676056338028183,2.2436619718309863,20.999000000000024,server energy,47.11465774647893,5,Our,Smush
2.256164383561646,2.1890410958904107,21.600999999999885,server energy,47.28547671232851,5,Our,Smush
2.2757352941176485,2.253235294117648,20.10199999999986,server energy,45.29453588235265,5,Our,Smush
2.243835616438358,2.2326027397260284,21.59999999999991,server energy,48.22421917808201,5,Our,Smush
2.283098591549298,2.2349295774647895,21.000999999999976,server energy,46.93575605633799,5,Our,Smush
